"ADM3_PT","ADM3_PCODE","T_TL","log_population","district_area","Water","Trees","Flooded.vegetation","Crops","Built.Area","Bare.ground","Snow.Ice","Clouds","Rangeland","SR_B1","SR_B2","SR_B3","SR_B4","SR_B5","SR_B6","SR_B7","ST_B10","ST_ATRAN","ST_DRAD","ST_TRAD","ST_URAD","ST_EMIS","ST_EMSD","NDVI","NDWI","NDBI","osm_traffic","osm_transport","osm_places","osm_pofw","osm_pois","osm_railways","osm_roads","building_count","building_area","DNB","ADM3_REF","ADM3ALT1_PT","ADM3ALT2_PT","ADM2_PT","ADM2_PCODE","ADM1_PT","ADM1_PCODE","ADM0_EN","ADM0_PT","ADM0_PCODE","DATE","VALIDON","VALIDTO","AREA_SQKM","predicted_density","weight","predicted_population"
"Bajone","MZ111501",97529.51,11.4879205311126,1347.46456320147,0.0214861335128607,0.231946028958442,0.0305315826938165,0.00336532216581888,0.00282837294886364,0.00300154166923364,0,1.36575415979769e-05,0.706827360509367,2406.4999533258,2768.50746986721,364.071839976894,915.555281006631,2727.41623576138,1152.40096970645,1619.49901186323,1295.67576184945,-90.8445653156244,-1203.72670431153,-506.607219245072,857.765118139491,993.744972001608,143.038084858799,2.82100456621005,1.87072278661013,1.4812455950355,0,0,0.00519494181232384,0,0.00371067272308845,0,0.213868535286852,14.2274613548657,0.00065351193378162,0.262530413625304,"",NA,NA,"Mocubela","MZ1115","Zambezia","MZ11","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,1348.08715820313,49.8442575968239,0.790630777916038,113713.262264552
"Balama","MZ010201",127522.8,11.7560582928272,970.765772451623,0.00279179028997688,0.0383691863887547,0.000136299354189991,0.0866057930898268,0.0276888669340827,0.000598350084075073,0,0,0.843809713859094,4294.58349058219,4675.0080785969,1337.0003765917,2285.79158871353,5844.9777891449,3812.23243864274,1873.73383424729,5140.7245367783,-227.599685896177,1068.62182215273,254.66488785512,-1533.65584422414,2093.68888614044,99.870881270416,3.92226310947562,2.02433405051488,1.68377614183458,0.00206022920951271,0,0.00103011460475635,0,0.00927103144280719,0,1.30705613529385,43.3389816513093,0.00216146337166339,0.29880188275567,"",NA,NA,"Balama","MZ0102","Cabo Delgado","MZ01","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,971.495788574219,117.204715350556,0.588426798728973,97478.7834774416
"Bazaruto","MZ030601",416.57507,6.03446433651055,100.29250944689,0.0575978533512221,0.045046569056369,0.0878803787746213,0,0.0139668280542107,0.237674269381088,2.91664236131366e-06,0,0.557831184740127,10522.0405127426,11105.3278411106,12956.4279779095,14163.4620560369,19065.4310685515,20386.6486193444,17619.1740082079,47543.7431543197,7449.92230624361,991.677313270174,10153.5146793113,2059.07951970785,9628.89621996368,29.656520361088,2.86976987447699,1.59053670127589,1.49405400363755,0.00997083436754116,0.059825006205247,0,0,0.0897375093078705,0,0.827377632187112,12.6729304811448,0.000668568423203206,0.233265306122449,"",NA,NA,"Inhassoro","MZ0306","Inhambane","MZ03","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,100.211357116699,80.1556928425133,0.83275925266586,53990.2806280857
"Bazua","MZ041101",12104.072,9.40137981730986,1979.42926293412,1.16278570087035e-06,0.551683422998435,0,0.00110439363632664,0.000258542872793519,0.000343021781756752,0,0,0.446609455924987,1408.73255932016,1684.12304532145,2735.62912891866,1157.98264101988,2024.70871040236,3357.65648465546,2404.6318830726,2564.97725809093,17.9252088353546,-578.926512720793,700.797238212021,760.730043525857,-604.605208783014,0.245833919657316,0,1.96318764955159,1.56041419135288,0,0,0.00101039225672323,0,0.000505196128361614,0,0.0704463354287059,1.43728298518879,3.12931617511717e-05,0.905962591712308,"",NA,NA,"Tambara","MZ0411","Manica","MZ04","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,1980.29040527344,6.45958526452515,0.181228562558248,11923.0271307071
"Bela Vista","MZ050601",17680.934,9.78029871934935,2623.29015758064,0.0438109085454092,0.556759698003738,0.0392854456074718,0.00147328342908806,0.00724071087714867,0.000752634593872945,0,0,0.350677318943271,745.878852589326,1009.61709050496,981.998717544569,1732.40584559355,1776.25396746514,1486.14377766817,1471.29207125082,3219.12292569647,238.164363425442,406.642230729722,-525.169132289412,114.104279426687,-442.988892723407,24.8946256474526,3.2086524267925,1.59139896291922,1.37899644446004,0.00495560888010551,0.0160104286895716,0.00343080614776535,0,0.0102924184432961,0.0127681569199311,0.254471960454009,4.80236620550532,0.000252268466409499,1.06405458947832,"",NA,NA,"Matutuine","MZ0506","Maputo","MZ05","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,2625.20434570313,20.9082074779486,0.135314913015335,7222.70411201956
"Bilibiza","MZ011801",22194.635,10.0076509269062,786.949387561358,0.0029954004618351,0.582904374327585,0.00372152371491272,6.31301732809622e-07,0.00270399158197017,0.00236548759283765,0,0,0.405308591019127,4942.00602519228,5111.65716867293,6159.08315399416,5744.18445754021,3269.570772609,4824.40102327119,4650.68374232226,8108.88393516277,-564.055322488425,1544.40327066306,188.246718312649,235.569846519502,-751.184136354826,11.9353766393916,2.50407450523865,1.34605229820946,1.04958599421092,0,0,0.0139780272707085,0,0.00508291900753036,0,0.265279327986073,5.15662133313955,0.000318758224487761,1.40657999469355,"",NA,NA,"Quissanga","MZ0118","Cabo Delgado","MZ01","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,787.246643066406,23.424807346508,0.29148359593296,19152.8041215629
"Boane","MZ050101",75314.83,11.2294456174573,598.615953732954,0.0392952610402275,0.207589874703969,0.0530842163056928,0.118466291352197,0.150859371798969,0.000374331112586146,0,0,0.430330653686358,3573.61493316719,3940.01817838094,4905.39743702545,5407.15363698407,5020.03155088734,5862.31555881073,8775.65989936437,3811.08595519434,640.843338521506,1147.91535794627,-2409.08577963474,-750.065987231972,8.19148426446724,26.756493628793,3.02750524109015,1.94098672711021,1.55476572472509,0.0501156038573993,0.0952196473290587,0.00501156038573993,0.00167052012857998,0.0467745636002394,0.0955228115225199,2.5335665794889,101.353797241204,0.00593287835623631,1.36036585365854,"",NA,NA,"Boane","MZ0501","Maputo","MZ05","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,599.030456542969,222.688105655917,0.121620375235525,32540.9908387676
"Boila","MZ070103",94051.125,11.4516044288386,1252.0861110574,0.0130993191015695,0.113660220350463,0.0095774610039151,0.0149034356191208,0.00120245109678976,0.00844946830227741,0,0,0.839107644525864,2026.01264716901,2290.93205274491,142.59313792778,286.680697946426,1111.11147096084,153.390883314316,2983.20945542105,2934.44885836113,427.701822507407,1290.1832727874,311.353385832608,-282.569833087087,509.862519074657,60.3576944039402,3.8031914893617,1.95405021316911,1.59252652499809,0,0.000798667113362903,0.000798667113362903,0,0.00798667113362903,0,0.349192502826011,33.0296771402362,0.00150337596438182,0.275722932078009,"",NA,NA,"Angoche","MZ0701","Nampula","MZ07","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,1252.90869140625,74.9097514651846,0.154125255244471,65839.688911099
"Buzi","MZ090101",155973.14,11.9574455032597,3416.84186092279,0.0157527069285845,0.330301163311347,0.00717194654065209,0.017242983782227,0.00638125921615164,0.00138138066064767,0,0,0.621768559560391,1481.7209668359,1656.99370679573,1679.00187409898,1329.58308766515,2040.22312484323,1935.44264992967,1987.79059532857,4869.91361040822,565.52654589629,389.860666982689,-555.104801792576,17.6276392606914,4197.71749442885,30.6948646426088,2.60438228908972,1.7428009232357,1.37409233456247,0.00878003759644231,0,0.00731669799703526,0.000585335839762821,0.0105360451157308,0,2.74894079235066,8.22309054490799,0.00031573385696833,0.220666708128615,"",NA,NA,"Buzi","MZ0901","Sofala","MZ09","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,3417.81176757813,37.6797027088999,0.393838153561915,87881.8332621129
"Cafumpe","MZ040302",29625.293,10.2964175230546,774.457830213369,0.00191340386529831,0.228373056849054,4.04087162623983e-05,0.00419751933959882,0.00566207955274201,0.000104858061187236,0,0,0.759708673615858,3860.23216357454,4116.4930694872,5053.80605999376,674.287028145043,975.83500772154,2470.59192963018,5003.49973077303,4141.16328285045,2715.76696037337,1076.08676201326,2102.42517720761,2254.12683287469,3394.69408884905,39.6911361438494,2.11111111111111,1.98777099992672,1.61110961471124,0.00774735533159624,0.00258245177719875,0.00258245177719875,0,0.00258245177719875,0.0175830179135221,0.243284780502618,10.9470130835455,0.000503199182313946,0.213305504826507,"",NA,NA,"Gondola","MZ0403","Manica","MZ04","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,774.953186035156,40.4491640115271,0.0838101212169584,21463.6882335418
"Caia","MZ090201",134707.23,11.8108664592699,2014.74903141015,0.0123382512964447,0.434157764333753,0.0685248149972598,0.00162233781373645,0.00743901482872991,0.000410088747461756,0,0,0.475507727982615,1054.8762791563,1262.57568888953,307.098198047596,2039.47605477332,1415.38530471375,2031.95771736608,1227.96093831925,1207.47001310602,-207.579093974306,0.0321121560790438,-137.762193361469,252.510342107047,-517.074516953651,47.2951214222909,2.99992827942337,1.81871999470251,1.30785994686773,0.00545973708313484,0.00099267946966088,0.00198535893932176,0,0.0610497873841441,0.0081055474623824,0.147998343173086,10.2886263633002,0.000419035482751466,0.690301375404531,"",NA,NA,"Caia","MZ0902","Sofala","MZ09","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,2014.06884765625,29.866102055338,0.23808996396906,45610.4182176249
