"ADM3_PT","ADM3_PCODE","T_TL","log_population","district_area","Water","Trees","Flooded.vegetation","Crops","Built.Area","Bare.ground","Snow.Ice","Clouds","Rangeland","SR_B1","SR_B2","SR_B3","SR_B4","SR_B5","SR_B6","SR_B7","ST_B10","ST_ATRAN","ST_DRAD","ST_TRAD","ST_URAD","ST_EMIS","ST_EMSD","NDVI","NDWI","NDBI","osm_traffic","osm_transport","osm_places","osm_pofw","osm_pois","osm_railways","osm_roads","building_count","building_area","DNB","ADM3_REF","ADM3ALT1_PT","ADM3ALT2_PT","ADM2_PT","ADM2_PCODE","ADM1_PT","ADM1_PCODE","ADM0_EN","ADM0_PT","ADM0_PCODE","DATE","VALIDON","VALIDTO","AREA_SQKM","predicted_density","weight","predicted_population"
"Furancungo","MZ100802",204206.4,12.2268914230375,5332.20884451497,0.000140134534322603,0.558402516528213,0,0.0407653022018772,0.00378699270144635,3.69260960006859e-06,0,0,0.396901361424541,899.043879545977,1142.78333115412,1173.23583095309,1398.61722406719,1078.32229610274,849.18232959065,1260.48519250204,845.721534268742,-61.1754850890994,250.745371252834,-222.54888776355,-6.35238198875862,192.344781027745,40.9305466636163,1.88888888888889,1.94946628475787,1.58635577499836,0,0.000187539541146942,0.00318817219949801,0.000187539541146942,0.00112523724688165,0,0.921305380510882,11.9518949572946,0.00054202434506537,1.40204208160577,"",NA,NA,"Macanga","MZ1008","Tete","MZ10","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,5335.8359375,33.2856074021127,0.604422062114808,121133.434312553
"Galinha","MZ091201",26820.967,10.1969764949368,5910.48403456443,0.00533369215624959,0.435690804697427,0.00120578175266481,0.000728081148367852,0.000314551032909405,0.00238340826342607,0,1.32396673236949e-06,0.554342356982223,5808.11943759825,6027.78984074397,3378.27617351308,3414.55791314696,8736.1098275564,9017.27988292008,6397.26139056526,1170.77676257822,-16.9962907776835,191.913646699449,138.411421283403,42.7968986630137,491.863321585471,55.8671379249736,2.53994082840237,1.89150358157163,1.44756597471741,0.00203029057008261,0.000169190880840218,0.000676763523360871,0,0,0.00252655815794792,0.286737317103618,0.792320894974739,2.52367843018786e-05,0.228184587997672,"",NA,NA,"Muanza","MZ0912","Sofala","MZ09","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,5907.57373046875,8.80359139447393,0.491374501966755,21859.2860944931
"Gile","MZ110502",170328.42,12.0454896056941,5073.11506807348,0.00157204163597584,0.521074101538361,1.98039172266272e-05,2.9460047671785e-05,0.00143618715712625,3.06793553858375e-06,1.966625345246e-08,0,0.475865318101846,710.417246760255,1085.42014156264,742.572443592503,875.417639472938,951.561593093123,1114.21066271294,445.644422549544,789.135175092655,-304.471122192266,-181.706114365986,-201.025569358212,132.817343590327,-227.835343472371,102.09893929491,2.77040816326531,1.89425677065908,1.19220829051781,0,0,0.0118270528452226,0,0.00275964566388527,0,0.144038620837648,9.47228662373876,0.00041783307738079,0.26303960476229,"",NA,NA,"Gile","MZ1105","Zambezia","MZ11","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,5076.3896484375,25.8741940137525,0.528220814061486,129366.559571799
"Godide","MZ020205",37375.97,10.528810018334,558.626642148539,0.0421143489217143,0.404394053880245,0.0168990997207391,0.0163772296127159,0.01391469947765,1.54641346723496e-05,0,0,0.506285104252264,1089.68467463343,1554.14929075292,2873.20070114384,3444.85880566715,3093.58974726409,2751.3690319609,6887.65870331039,1748.44105727644,-1123.45520957271,1573.9121197817,-3036.64379429414,-3464.44160771559,2713.42586991612,45.168256027224,2.39285714285714,1.75384140286702,1.03305448251643,0,0.00179010438197844,0,0,0,0,0.331969292475433,36.6738684735923,0.00102201272929656,4.88961672473868,"",NA,NA,"Chibuto","MZ0202","Gaza","MZ02","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,559.021362304688,61.2390612050616,0.0366344048105383,9265.28058944285
"Gondola","MZ040303",81689.21,11.3106894450267,52.5961379084226,0.00116675354589576,0.168657988780347,0,0.016291266849709,0.255831415403781,0,0,0,0.558052575420267,8409.84635975223,8715.52996791297,9881.782288646,10315.132895211,16712.4381338046,16730.3194975892,13974.9998455704,49160.5553015307,7479.48048571917,1025.50590046178,10967.8003762613,2130.26651274158,9564.35790962803,171.632583007406,3.6,1.90078261765009,1.31121546209337,0.0760512113449199,0.01901280283623,0.01901280283623,0,0.26617923970722,0.2166608648011,1.16362100801081,260.380334842169,0.0136586275716826,0.990272373540856,"",NA,NA,"Gondola","MZ0403","Manica","MZ04","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,52.6311340332031,316.533751058264,0.655853654673594,167963.465108253
"Gonhane","MZ110801",26738.14,10.193883688583,249.247345072469,0.0745805108576129,0.229272765572531,0.111705884539608,0.0413211644608487,0.0389788443728158,0.00374011758766613,0,0,0.500400712608917,8548.4791837671,8734.19124668018,9533.81520969153,9486.65541955172,14591.7808319297,13692.3345439499,11481.2989405793,16339.0591792424,6893.28156499489,1211.08969572556,-5637.89726987867,2574.78695909878,-5783.20476090657,61.8897651170439,3.2865490375802,2.04922774488369,1.96744860536557,0,0.00401207884364524,0,0,0.00401207884364524,0,0.182390156472849,24.4215239212686,0.000998520648746079,0.244734693877551,"",NA,NA,"Inhassunge","MZ1108","Zambezia","MZ11","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,249.111679077148,95.6396083288364,0.490627699879066,55888.873176324
"Goonda","MZ090502",35866.566,10.4875887120768,2147.86368744316,0.00623015801918339,0.661924974624672,0.000109194902728787,0.000336978310813049,0.000655123593920882,0.000279058731690437,0,0,0.330464511816992,2255.28276095883,2430.3432163226,1450.93269480658,1091.20829620144,1073.70115979077,1366.50716830551,1615.50666389457,2100.22828299728,-69.4151527466262,-811.579638802042,-453.10664062205,558.230223932728,201.298398041572,19.8274559591458,2.72736768802228,1.72153971979435,1.40761867613437,0.00512136783367967,0,0.00977715677338847,0,0.0372463115176704,0,1.67431431516645,5.3271537048148,0.000165371832713333,0.162815066553384,"",NA,NA,"Chibabava","MZ0905","Sofala","MZ09","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,2149.21362304688,17.3368689884242,0.301449484430393,53320.0833565635
"Gorongosa","MZ090801",154347.56,11.9469687004407,2995.26021289866,0.0141068919043975,0.464157955126941,0.0076464878783409,0.0111320308362598,0.00379283280614633,0.000516840268379491,0,0,0.498646961179535,1827.44415772346,2048.07902666036,525.287569311433,620.697976273778,3866.62001760702,2106.4378584538,1993.9089512465,2713.74143163991,-560.621662021687,19.6187211296866,703.391206881174,-885.16183966126,-1565.9190409049,18.1179969490021,2.24848484848485,1.9212174317534,1.34165615709336,0.00233702566803896,0.000333860809719851,0.00166930404859925,0,0.00534177295551761,0,0.691318760204226,7.8794489701982,0.000287219268778373,0.240434192672999,"",NA,NA,"Gorongosa","MZ0908","Sofala","MZ09","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,2996.19360351563,27.6502959586014,0.488700751488329,100682.617522377
"Guro","MZ040401",84736.05,11.3473082112073,1112.66493895727,0.000639774632603443,0.347946491412854,9.07290619109068e-06,0.00172816405251686,0.0092770914957674,0.000354112833715638,0,0,0.640045292666352,1688.01515944094,1977.2842332421,3069.02240351758,3464.52397606361,2112.14734481027,2592.45417510162,161.857199540059,2162.31311187377,677.452569421116,965.662477183411,1005.81512066991,-1486.43067359023,-1204.1730613506,29.9023956934558,2.97368421052632,1.97003533923724,1.44656493459162,0.0026962294712112,0,0.000898743157070399,0,0.00718994525656319,0,0.38548288562253,6.70462395174518,0.000255212109967837,0.441307931855651,"",NA,NA,"Guro","MZ0404","Manica","MZ04","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,1113.52624511719,29.4229119687525,0.41810655179743,51339.3034952065
"Gurue","MZ110601",237041.38,12.3759942226965,1443.14601974632,0.000226793898202425,0.165668687272525,1.36171659082813e-07,0.0537326558157826,0.0132348639754063,0.00035288885451311,0,6.12772465872659e-07,0.766783361239445,1288.98570391247,1615.34918320702,2524.27159143866,3297.61436784461,2717.74682469197,4495.58793180453,2040.52894497121,3535.17165241492,606.872639801921,929.013867821252,-401.097580007502,-445.759750017225,985.369840159266,37.9759256367566,2.95238095238095,1.99735609544068,1.51130940718183,0.00485051401883124,0.000692930574118748,0.00346465287059374,0,0.013858611482375,0,0.466219818861968,50.8112131389795,0.00182556538413425,0.318942857142857,"",NA,NA,"Gurue","MZ1106","Zambezia","MZ11","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,1442.60229492188,81.222499911627,0.37500811368086,187360.803741004
"Homoine","MZ030401",111957.38,11.6258824740713,1037.69303920858,0.000537330053504534,0.176569382190785,0.0222304208540097,0.0433328716901903,0.024474232179799,0,0,0,0.732855763031711,649.215735879115,963.243243561706,1943.58334079597,2356.44887424117,913.224070076543,658.603547660345,2893.36584687606,11534.1849314168,315.276301595895,791.982491900862,1314.01335397296,1604.15735468624,1663.99400988528,0.157895131901415,3.99385245901639,1.98537779959307,1.74135842300033,0,0,0.00289102835486688,0,0.0154188178926234,0,0.508930114787454,41.386998252156,0.00139269278562589,0.362367624810893,"",NA,NA,"Homoine","MZ0304","Inhambane","MZ03","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,1037.33056640625,89.2983507872745,0.815260993742435,105300.74047376
"Hucula","MZ011401",23737.93,10.0748715955388,761.082665228932,0.00466394915748644,0.15052421536533,2.11696614594494e-05,0.00438276929822442,0.00399314362719161,0.00220606054938778,0,0,0.83420869234092,3186.84775844193,3571.37624851795,4485.12142959796,2661.17384553793,3271.64194224738,659.965165322767,4189.59296646838,4992.96835966946,1426.26868270382,1316.23775555336,1380.04306711554,201.323351841495,-722.859381497357,52.5391056275082,2.86065573770492,2.01480310332592,1.68991749299826,0,0,0.00656958859849476,0,0.00262783543939791,0,0.17498015389433,15.6605853010918,0.000577393205511272,0.200272702481593,"",NA,NA,"Namuno","MZ0114","Cabo Delgado","MZ01","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,761.687194824219,53.2716514375356,0.161934012618817,35122.0299309079
"Iapala","MZ072302",127617,11.7567967057747,2621.28326172528,7.93293376214205e-05,0.155810849589062,1.01319399989515e-06,0.00228820483450395,0.00275701345082581,6.4168953326693e-06,0,0,0.839057172698655,1519.54925528818,1915.54925326409,857.293843135363,933.105914345406,1238.32451680852,1163.98153055307,1678.13976633952,1512.65544273663,-834.359312139797,-709.288477458624,-67.0004226714287,244.647479980459,-271.135271327054,73.5150882144304,2.66666666666667,1.9149824401666,1.25715321099162,0.0080113432632909,0.00152597014538874,0.00114447760904156,0,0.00190746268173593,0.0218209102497697,0.256381156352241,19.7483426365484,0.000884317689906701,0.26473136915078,"",NA,NA,"Ribaue","MZ0723","Nampula","MZ07","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,2622.5634765625,57.4383100692339,0.404105258913618,123208.460600691
"Ibo","MZ010501",9877.844,9.19815077984782,58.3287421024292,0.445323829379229,0.214134117671145,0.000494760655267836,0,0.0407136837148677,0.002468685062664,0,0,0.296864923516827,8446.2147506992,8769.50541276883,9875.39608448259,9684.21125470152,17216.3920701128,13083.2862675648,11291.171629376,44913.4484396201,5724.79960438639,1569.73783761611,9553.37988022205,3518.70982562008,9768.3097909811,67.4896219793442,2.69223394055609,1.73989109732871,1.48309936881316,0.0342884130175114,0.0514326195262671,0.102865239052534,0.0171442065087557,0.36002833668387,0,3.17805317064488,30.03664980334,0.00192555377724901,0.260144927536232,"",NA,NA,"Ibo","MZ0105","Cabo Delgado","MZ01","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,58.3322105407715,320.872541128838,0.689249143151944,23838.3708650531
"Ile","MZ110701",171750.31,12.0538028374209,2070.57770761431,0.00419787010725917,0.150918049393487,0.000292152916495041,0.00972068482226745,0.00220299612879286,6.0477053422813e-05,0,0,0.832607769578276,2155.56066772492,323.665303444094,1386.04304418478,2342.61416734904,2294.88912964694,2769.12815664556,2207.02773512413,1047.01189174883,-234.033240736342,-597.89702014836,735.734061075333,756.096509974954,529.453308558945,44.2885789386966,2.92746113989637,1.9753218769586,1.35398605170886,0.000965914001993374,0,0.00772731201594699,0,0.00434661300897018,0,0.356085338774544,39.5957126837144,0.00188884496897545,0.29658797857568,"",NA,NA,"Ile","MZ1107","Zambezia","MZ11","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,2070.59765625,76.707498525998,0.56998260269922,133255.092719845
"Ilha De Moçambique","MZ070401",59269.914,10.9898739756179,50.3081704352013,0.170936426856075,0.027265189264454,0.00348295094534446,0.00206317419839327,0.119492009355664,0.012879682720965,0,0,0.663880566659105,9718.00081758376,10163.3609727345,11326.4734760619,12039.4000456326,15903.7682435259,18295.9236034529,15590.5403848348,50171.6535888764,6229.91248067312,1448.71092373521,10662.3667973104,3175.67498471828,9675.21462730574,71.1314587753047,2.58109395845245,1.81755133015726,2.39763963542884,0.039754973848156,0.019877486924078,0.039754973848156,0.119264921544468,1.94799371855964,0,1.16116536329612,238.668985497404,0.0175886259517173,2.20295358649789,"Ilha De Mocambique",NA,NA,"Ilha De Moçambique","MZ0704","Nampula","MZ07","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,50.307918548584,678.920002511501,0.853305990005881,70617.8971209067
"Ilha Josina Machel","MZ050402",4284.979,8.36310427634816,192.311384485226,0.023424326289795,0.0199182322543177,0.30155081189564,0.294250303866622,0.0266827015734252,0,0,0,0.3341736241202,8341.33060221664,8717.59909678327,9987.10616990648,9889.41091490605,17400.236081046,15314.6364349727,12017.5016208113,45185.4610277136,5526.53970853587,1713.39181738977,24.1776326752141,3851.57341115867,9880,0,3.00198347107438,1.68736939579936,1.23905210643016,0.00519990016543625,0,0.0103998003308725,0,0.020799600661745,0,1.14826625355178,19.0888335073165,0.000703701227372717,0.412234580384227,"",NA,NA,"Manhiça","MZ0504","Maputo","MZ05","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,192.465148925781,63.6946446066676,0.10304163651092,25338.8657927638
"Ilha Licom","MZ080401",106.95692,4.681732258658,29.3544666681773,0.43775894890075,0.00480826329058944,0,0,0.355485729603904,7.12586655627229e-05,0,0,0.201875799539194,9656.70691629956,9895.66643171806,10650.2181938326,11392.0769603524,14898.542907489,16931.8548898678,14066.2098237885,0,6871.67210655236,1228.97777097367,10037.9932639314,2602.06350275567,9880,0,3.15305873750914,1.88587631650014,3.34791059280855,0.0681327316421036,0.102199097463155,0.102199097463155,0.0340663658210518,0.545061853136829,0,1.79278777125009,139.195170744818,0.0104457275502951,0.500714285714286,"",NA,NA,"Ilha Licom","MZ0804","Niassa","MZ08","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,29.3521995544434,676.559665856798,1,NA
"Ilha Risunodo","MZ080501",29.801668,3.42756884435731,8.392086031337,0.780529776174313,5.93387292017754e-05,0.000249222662647457,0,0.140288623578837,0,0,0,0.0788730388549999,8744.79667519182,9036.9957374254,9789.96121057119,10091.9867860188,12735.9173060529,14164.5144927536,12230.07885763,0,6828.56099924626,1244.66275438785,9401.49757725853,2641.63551200603,9798.93787014106,177.885215893184,3.85435630689207,2.00510529674537,2.93617021276596,0,0,0,0,0,0,0.486716075736888,65.0612967933329,0.00422837043491803,1.55714285714286,"",NA,NA,"Ilha Risunodo","MZ0805","Niassa","MZ08","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,8.39236545562744,127.842948316337,1,NA
"Imala","MZ071701",19236.14,9.86459806452174,1219.10566209409,0,0.305826586034577,0,1.63301404675028e-05,0.00314128845616711,0,0,0,0.691015795368788,3617.58455641282,4001.38508507303,2457.43665486542,3320.7899811702,2654.34881989436,2889.3323780125,2647.84721451121,9135.15945177806,-880.004098055673,1339.99035364767,-851.402556669868,387.370538302457,1812.18258083224,71.7490037878857,0,1.99868273257601,1.5293575086774,0,0,0.000820273443962417,0,0.00246082033188725,0,0.134288297728547,9.26088718233568,0.000376211616868545,0.2296875,"",NA,NA,"Muecate","MZ0717","Nampula","MZ07","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,1220.00402832031,34.2951610187539,0.355790780904228,57127.9025266682
"Imbuo","MZ011202",23138.451,10.049294275315,529.471842296976,0,0.648150265186821,0,0.00075221488108545,0.0222285712456162,0,0,0,0.328868948686477,677.188010491585,724.023412280866,1656.86899457912,1121.86663176271,5359.36832908083,6430.55207800354,3035.49128562711,16.744747537547,368.412959780519,885.986590106698,1774.71607368387,1825.88352821789,2533.20366073599,28.1652260677855,0,1.27898912254518,1.05865741862011,0.00188867456229922,0,0.0188867456229922,0,0.0113320473737953,0,0.732970838217655,22.0880490060893,0.00108268425160888,0.244180522565321,"",NA,NA,"Mueda","MZ0112","Cabo Delgado","MZ01","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,529.821044921875,54.0102235222657,0.368917354416261,84283.5966246478
"Impiri","MZ010202",12824.6,9.45919845257038,771.043986142754,0.000399497942842506,0.392152062019551,2.67188334762834e-05,0.000108545260997401,0.0018850907753099,0,0,0,0.605428085167823,4587.32767760926,4906.84141461809,5635.21968907982,2509.89430323215,5477.48106652347,3751.57776711001,5785.86958656078,6744.61914277427,-3008.29263124763,964.790760350589,815.43719154789,1984.01142702108,-885.866534554063,79.8757909121183,3.7557251908397,2.15640732596493,1.85899236641221,0,0,0.00389082860889414,0,0.00129694286963138,0,0.320404498793708,5.34340462288128,0.000219916189065438,0.2203668734826,"",NA,NA,"Balama","MZ0102","Cabo Delgado","MZ01","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,771.520385742188,23.9093858174413,0.120037178658326,19885.3590165383
"Inchope","MZ040304",77069.2,11.2524719738121,1016.81622171635,0.000153544268173033,0.266578990945942,0,3.23609122162152e-05,0.00735758866306868,0,0,0,0.7258775152106,3301.12695681954,3506.02539895563,4400.84945485096,4401.48293907684,3529.2982931696,3663.2419233548,4753.19687533082,1532.97068731489,1018.75263621331,1156.6673900521,-1085.15984537368,906.448656709788,491.378211111805,57.5269983649799,3,1.8317903838043,1.27948795006328,0.0501565562299092,0.000983461886860964,0.00590077132116579,0,0.0177023139634974,0.0194966019539564,4.71704146722276,15.8779921633703,0.00052056262680655,0.185465346534653,"",NA,NA,"Gondola","MZ0403","Manica","MZ04","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,1017.42132568359,75.3149614270445,0.15605158229852,39964.6541750686
"Inhaminga","MZ090401",56242.664,10.9374486737223,5400.78530055071,0.00201552916373447,0.687036962061473,0.00289029063694721,0.000138070857279672,0.00148508028132388,0.000189796843246956,0,1.28763122962657e-07,0.306244141392872,3745.13036833179,3934.56772760728,4436.2423155941,4590.53212838811,8100.09640884508,4854.64801049634,8462.8380876188,961.623498100131,34.0180442677359,-99.4824566332944,-501.884771636875,-80.5750514245715,737.990210837199,41.0728127342079,2.7661406025825,2.04484409489976,1.81578290185632,0.000555474775065414,0.00111094955013083,0.000185158258355138,0,0.000370316516710276,0.0121889417066174,0.0717248312343889,1.36332025626888,5.90007976557609e-05,0.225592755420283,"",NA,NA,"Cheringoma","MZ0904","Sofala","MZ09","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,5397.64794921875,8.01346608008411,0.522533186342626,35067.2021354536
"Inhamitanga","MZ090402",10911.853,9.29769654784918,1707.01085220288,0.000913270566936012,0.815163873550707,0.00425241972361051,9.9179760047989e-06,0.000364631470764666,0,0,0,0.179295886711977,2000.10864659348,2192.74115578095,3154.40595184538,2783.11086531664,2224.61562921762,2012.52474628557,2204.72624038164,2324.85356625786,79.0090197053953,1141.45976513682,416.502915555432,-409.167383373653,178.956129096482,36.1457322584401,3,1.58083478974695,1.1224292699588,0.00585819357099875,0.00117163871419975,0.00117163871419975,0,0,0.0481004700666198,0.129640627388968,1.53953327045847,4.75427335422438e-05,0.216549505540331,"",NA,NA,"Cheringoma","MZ0904","Sofala","MZ09","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,1706.10925292969,7.32233706033052,0.477466813657374,32042.7978645464
"Inhangoma","MZ101302",45978.402,10.735948792578,775.010870360843,0.0421727061178789,0.0479336614914684,0.106746074743691,0.0364745703243915,0.00543124932278687,0.000813429716886213,0,0,0.760428308282897,3856.17845591419,4155.68081197394,82.9814456647217,333.411243021406,810.39273304098,1645.88679474325,4075.61768334604,1114.50507713939,687.21057190158,1605.97314415659,982.927701976869,-1394.95284997466,-1828.80848749224,38.7108669439842,3.00306205444716,1.91487836689761,1.49959973898946,0,0,0.00129030448248346,0,0,0,0.283093479454105,22.1777534449256,0.000835031512395026,0.988309636650869,"",NA,NA,"Mutarara","MZ1013","Tete","MZ10","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,774.553833007813,68.4926710051478,0.403617709803909,84040.8759176602
"Inharrime","MZ030501",102421.75,11.5368641348806,1110.33712586818,0.101808375421158,0.315502890665806,0.0103952780934832,0.00612547664041642,0.0459525971158351,0.00333304191297291,0,0,0.516882340150328,1016.08922420107,1291.98184064003,2142.27042855991,2291.58374438152,1151.722822679,3308.87497634107,883.902970409468,4124.18874915991,946.821538780718,750.527298998443,1632.74123208968,1509.09862908746,-1815.93520643907,7.89614400471225,3.84032184950136,1.98898073616561,1.95025122355068,0.000900627365060941,0,0.00540376419036564,0.00180125473012188,0.0324225851421939,0,0.639012771126364,26.8017697568485,0.00107544049935854,0.361402890377159,"",NA,NA,"Inharrime","MZ0305","Inhambane","MZ03","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,1110.00708007813,87.7013063932781,0.827964685969311,104816.189420285
"Inhassoro","MZ030602",60547.008,11.011191850009,4645.22943766534,0.00173725855782069,0.777640757638354,0.0044266142166319,1.05448485511326e-05,0.00552963053177671,0.000205299606085967,1.21590698999143e-06,3.70851631947386e-05,0.210411593530595,355.506812291076,591.530484705457,813.486136442843,463.538088663879,520.762433787887,1061.96395457957,952.692850681143,1615.14699266287,127.189733977113,-134.739848769802,197.68669705663,425.946304837899,-160.991212515994,67.3661232848841,3.66352201257862,1.98146241077176,1.72616992230429,0.00107637309784056,0.00107637309784056,0.00473604163049846,0.00107637309784056,0.00968735788056503,0,0.267502261210484,3.67366138292983,0.000147740819890465,0.247127819548872,"",NA,NA,"Inhassoro","MZ0306","Inhambane","MZ03","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,4644.46923828125,16.0974470486569,0.16724074733414,10842.7193719143
"Inhassunge","MZ110802",74240.54,11.2150791107794,505.579106432064,0.0605104665457983,0.121823829987765,0.226046235582805,0.0633645757236079,0.0403767226939636,0.00169550845043068,0,0,0.486182661015629,3155.6291079457,3364.03522564617,4172.56014603787,4176.89727786921,9043.49592846919,8309.45456746685,6073.3458575311,7515.15191300628,-1674.42826376412,1193.68777171297,1180.14925263892,2531.52001652336,1063.30448111117,68.1172524083925,3.32331606217617,2.08521123240168,1.95377263430937,0,0,0.00593378951351724,0,0.0178013685405517,0,0.232972965721277,23.8261428266096,0.00103391741282378,0.262353889560661,"",NA,NA,"Inhassunge","MZ1108","Zambezia","MZ11","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,505.308288574219,99.2935525025037,0.509372300120934,58024.126823676
"Insaca","MZ081302",289758.8,12.5768075828906,2858.76690581312,0.0410493926032172,0.200739065152851,0.0228601435624415,0.0183169044964275,0.00930021318392203,0,0,0,0.707734281001141,1698.40867459903,1096.62145210595,929.048525433651,1642.07245725429,1812.74293461913,1188.41762435789,2088.50017230763,1358.65965935518,91.8532697789998,-566.357019898244,449.445046073643,-245.218395459862,77.2887404057788,31.212000509942,2.65742266496892,2.18796314656496,2.49650098027909,0.00209880700234755,0.000349801167057925,0.00104940350117377,0.00104940350117377,0.0251856840281706,0.0131092339367815,0.560459715756362,29.1219965610734,0.00130014752299045,0.203110307414105,"",NA,NA,"Mecanhelas","MZ0813","Niassa","MZ08","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,2854.06103515625,76.2105240880496,0.817095577620402,266288.180364179
"Intete","MZ072101",44276.973,10.6982426089003,684.458445840845,0.0013838085178027,0.133705597044185,4.32440161813343e-07,0,0.000550784619429594,3.94962014456186e-05,0,0,0.864319881176975,3094.73211510687,3529.32327930644,4591.57091783262,5706.8394920606,4281.88672555237,2277.64574881173,4910.82118787788,1455.89177701243,965.194388671738,1328.24416432685,256.743561717615,-2818.14864977249,-2495.96587456582,72.3552969403745,0,1.97006412821896,1.35519034043267,0,0,0,0,0.00292201814756341,0,0.0580145962915484,17.3071134880181,0.000785945342144389,0.245009074410163,"",NA,NA,"Nacaroa","MZ0721","Nampula","MZ07","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,684.725036621094,38.8231174276245,0.309292397913268,55260.3448579698
"Itepela","MZ081701",10948.857,9.30108167579864,1423.90729593793,0.00294239885630048,0.732770594130496,4.80113323443927e-06,0.00121566085128824,0.00114037351564094,2.7832656431532e-06,0,0,0.261923388247396,888.536131609309,1145.65681310156,1948.90615669732,2255.16803055363,1239.59912958152,1848.24994004578,1700.59020447654,45843.6756717129,139.629627493015,950.054007177424,-652.125748106148,-991.298385714928,9769.99143045485,0,3,2.00868105490865,1.99692164715775,0.00351146455549726,0.000702292911099452,0,0,0.000702292911099452,0.043929993471225,0.100543787085577,2.55143014602431,8.86232617530604e-05,0.776905109489051,"",NA,NA,"Ngauma","MZ0817","Niassa","MZ08","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,1421.97705078125,8.76080065678565,0.113131758804289,13731.140961353
"Itoculo","MZ071501",132915.84,11.7974789484875,1242.29706885014,0.000645721064839326,0.209949688327154,0,0.0112696211835851,0.00641802796739208,1.66566052839035e-06,0,0,0.771715275796501,2390.01469337455,2778.52336623269,706.783928692672,1658.76134764951,531.590687382139,539.427274512624,94.2910435829465,1571.0700516342,364.70355853458,1336.4900153176,-1099.11956632736,-242.781322672576,-1469.03781999845,35.8420262469909,3,1.97292871447168,1.07261232506752,0.00241488133170658,0,0.00321984177560877,0,0.00160992088780439,0.00628444043970441,0.203039184001008,22.7103490038126,0.00124816507909434,0.210822510822511,"",NA,NA,"Monapo","MZ0715","Nampula","MZ07","Mozambique","Moçambique","MZ","2019-04-02 00:00:00","2019-06-07 00:00:00",NA,1242.73376464844,65.5238644071698,0.29848845807787,145120.610990589
