"","value","train$pop_density","ci_lower_bd","ci_upper_bd","observed","predicted","residual","model"
"74",1.97018112798525,2.00275500045656,1.02581518718592,2.8681516324424,7.40944101919553,7.17197541616434,0.237465603031196,"BART"
"75",7.53619298559871,7.34906445541809,6.36985836978801,8.71045682746206,1554.7413174204,1874.67949088587,-319.938173465475,"BART"
"76",5.00411805430765,4.71106522731147,3.59086173090411,6.69605987421312,111.170518727762,149.025592703656,-37.8550739758941,"BART"
"77",7.23431526660475,7.171677065452,6.00359444551613,8.43757357427292,1302.02635624066,1386.19140159561,-84.1650453549471,"BART"
"78",3.22753661090448,3.2388689678541,2.30956505579924,4.18368920898463,25.5048586128941,25.2174599787907,0.287398634103429,"BART"
"79",2.736671122928,2.73190384455471,1.53690913036278,3.88944958269871,15.362106258987,15.4355165405147,-0.0734102815277513,"BART"
"80",3.27120896835016,3.16803601060202,2.63278379562116,3.99084418835952,23.7607725952767,26.3431681559191,-2.58239556064237,"BART"
"81",3.41954556126965,3.5656734314031,2.52612278622685,4.30034774869618,35.3632601171648,30.5555262509371,4.80773386622765,"BART"
"82",4.30823229488923,4.3332145212109,3.3588087850489,5.34816821230726,76.1888038817017,74.3090163442225,1.87978753747913,"BART"
"83",3.30250168657598,3.28885139754093,2.27361097043589,4.33561490187025,26.8120495766461,27.1805511576322,-0.368501580986049,"BART"
"84",3.30068355817071,3.32750778774794,2.33833433848593,4.26882603730856,27.8688001179312,27.1311783221795,0.737621795751753,"BART"
"85",4.18835697068059,4.33302085991395,3.20239062740606,5.23552658912596,76.1740504877558,65.9144026460853,10.2596478416705,"BART"
"86",4.18951253340951,4.18136899952653,3.28497937633878,5.09124304882657,65.4554003170968,65.9906148986207,-0.535214581523945,"BART"
"87",6.04347596372454,5.80715226855851,5.0208163400285,7.17489005321268,332.670419472277,421.355107427582,-88.684687955305,"BART"
"88",6.13998930721838,6.14919754596244,4.991615015413,7.35649211252943,468.341413493735,464.04860886231,4.29280463142538,"BART"
"89",3.24531336729854,3.40853506626425,2.06882568154412,4.40560462190837,30.2209401412854,25.6697528610954,4.55118728019007,"BART"
"90",2.3598563697972,2.33300686977403,1.39291593998893,3.31745466077717,10.3088924741834,10.5894303811673,-0.280537906983888,"BART"
"91",1.29839410954565,0.98662300417396,0.232129314793078,2.37302263002722,2.68216151306447,3.6634089079404,-0.981247394875925,"BART"
"92",3.82707208199739,3.93260594685407,2.87530589471068,4.79507329687736,51.0398115513548,45.9278681469662,5.11194340438861,"BART"
"93",1.36907212728528,1.30211717328558,0.321774391724816,2.43286534530002,3.67707343397688,3.93170088447918,-0.254627450502308,"BART"
"94",3.74240703476668,3.83030824578981,2.66092815542542,4.79262267877862,46.0767390062447,42.1994435428519,3.87729546339285,"BART"
"95",4.14208508762549,4.01899386916609,3.39970922354266,4.96969511646512,55.6450914103816,62.9339074504584,-7.28881604007686,"BART"
"96",4.65670020341538,4.64471921025063,3.63669795205783,5.63826970818143,104.034149960962,105.288079059036,-1.25392909807417,"BART"
"97",4.53163487899216,4.60634466135573,3.60110136785502,5.41630831797422,100.117516533392,92.9103341364512,7.20718239694077,"BART"
"98",4.02509962877958,4.11061900327577,2.98350637109631,4.94583970752852,60.9844554661812,55.9858863093251,4.99856915685608,"BART"
"99",4.89570549318428,4.92997186879484,3.96496700488376,5.76998192803176,138.375619612263,133.714307879036,4.6613117332268,"BART"
"100",3.15340209530683,3.23088063326317,2.17256129635469,4.14105589423207,25.3019288830269,23.4155912987651,1.88633758426183,"BART"
"101",4.73491257146611,4.65838841842415,3.84789819330048,5.71026344226433,105.465978098011,113.85350423811,-8.3875261400994,"BART"
"102",4.45557203083242,4.48295112652716,3.40681474195786,5.33994654158819,88.4954489614455,86.105391699042,2.39005726240345,"BART"
"103",4.1282346082269,4.12193818580857,3.29317011093052,4.94516680387582,61.6786712145329,62.0682513762602,-0.389580161727359,"BART"
"104",4.44974458676221,4.48518772167609,3.44953410346283,5.43018693963848,88.6935989613578,85.6050765399292,3.08852242142856,"BART"
