ADM3_PT,ADM3_PCODE,T_TL,log_population,district_area,Water,Trees,Flooded vegetation,Crops,Built Area,Bare ground,Snow/Ice,Clouds,Rangeland,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,ST_B10,ST_ATRAN,ST_DRAD,ST_TRAD,ST_URAD,ST_EMIS,ST_EMSD,NDVI,NDWI,NDBI,osm_traffic,osm_transport,osm_places,osm_pofw,osm_pois,osm_railways,osm_roads,building_count,building_area,DNB
Inhassunge,MZ110802,74240.54,11.21507911077942,505.57910643206395,0.06051046654579835,0.12182382998776528,0.22604623558280515,0.06336457572360787,0.040376722693963585,0.0016955084504306796,0.0,0.0,0.48618266101562907,3155.629107945696,3364.035225646167,4172.560146037871,4176.897277869209,9043.495928469187,8309.454567466848,6073.345857531102,7515.151913006278,-1674.428263764117,1193.6877717129748,1180.1492526389245,2531.5200165233573,1063.3044811111738,68.11725240839246,3.3233160621761657,2.0852112324016847,1.9537726343093729,0,0,3,0,9,0.0,117.78626383219122,12046,0.5227270417000001,0.2623538895606611
Insaca,MZ081302,289758.8,12.576807582890607,2858.7669058131155,0.041049392603217154,0.2007390651528507,0.022860143562441464,0.018316904496427474,0.009300213183922027,0.0,0.0,0.0,0.7077342810011412,1698.408674599029,1096.6214521059514,929.0485254336511,1642.0724572542947,1812.7429346191325,1188.4176243578904,2088.5001723076343,1358.659659355181,91.85326977899982,-566.3570198982438,449.44504607364325,-245.21839545986214,77.28874040577884,31.212000509941994,2.6574226649689163,2.187963146564959,2.4965009802790914,6,1,3,3,72,37.476244139033156,1602.2236874457137,83253,3.7168187114000006,0.20311030741410493
Intete,MZ072101,44276.973,10.698242608900344,684.4584458408455,0.0013838085178026966,0.133705597044185,4.3244016181334266e-07,0.0,0.0005507846194295941,3.949620144561863e-05,0.0,0.0,0.8643198811769752,3094.7321151068736,3529.3232793064353,4591.570917832624,5706.839492060602,4281.886725552371,2277.645748811734,4910.821187877879,1455.891777012425,965.1943886717384,1328.2441643268533,256.7435617176145,-2818.148649772487,-2495.965874565819,72.35529694037454,0.0,1.9700641282189595,1.3551903404326682,0,0,0,0,2,0.0,39.7085804137973,11846,0.5379469274,0.24500907441016334
Itepela,MZ081701,10948.857,9.301081675798642,1423.9072959379334,0.002942398856300482,0.7327705941304963,4.801133234439266e-06,0.001215660851288238,0.001140373515640944,2.783265643153198e-06,0.0,0.0,0.2619233882473964,888.5361316093088,1145.6568131015608,1948.906156697316,2255.1680305536333,1239.599129581516,1848.2499400457782,1700.590204476536,45843.67567171291,139.6296274930147,950.0540071774237,-652.1257481061484,-991.2983857149284,9769.991430454846,0.0,3.0,2.0086810549086516,1.9969216471577456,5,1,0,0,1,62.55223821418303,143.16503199238272,3633,0.12619130899999997,0.7769051094890512
Itoculo,MZ071501,132915.84,11.797478948487466,1242.2970688501373,0.000645721064839326,0.20994968832715413,0.0,0.011269621183585059,0.006418027967392078,1.6656605283903509e-06,0.0,0.0,0.771715275796501,2390.014693374548,2778.523366232689,706.7839286926722,1658.7613476495055,531.5906873821394,539.427274512624,94.29104358294646,1571.0700516341994,364.70355853458045,1336.4900153175956,-1099.119566327362,-242.78132267257644,-1469.0378199984468,35.84202624699091,3.0,1.9729287144716756,1.0726123250675177,3,0,4,0,2,7.807141937608052,252.23498314617638,28213,1.5505918191999999,0.21082251082251086
Iuluti,MZ071302,109756.984,11.606033075444092,1389.3473706541843,0.0007492578286020186,0.05560013464923297,1.2692114544359434e-06,0.00015160025705762657,0.0024341360343657333,0.00021499031803195507,0.0,0.0,0.9408486117012552,775.1028331762033,1186.7640564943072,2420.451767713395,3115.289727923224,1132.4254254599077,2919.5117805255395,2545.4705302535835,2934.404520556448,-249.39441727646764,-725.2919550779123,719.5928293782225,-1020.3880132387002,1898.3816521237266,64.47510668734515,3.025936599423631,1.8668344168796285,1.3758098558112037,0,0,5,0,4,0.0,586.7458955228835,32561,1.5015596571676548,0.250651080201243
Jangamo,MZ030702,55756.78,10.928772231155458,666.0746695522765,0.010795770629477343,0.14688495156634274,0.008013635131475983,0.0014710193101275604,0.011417500197084696,0.004239295544037961,0.0,0.0,0.8171778276214537,3870.3267296190297,4229.781685546663,5329.943205771966,6008.034464990603,6947.164791234654,7449.876383723787,4565.926488549182,8701.581379629124,3000.9578482100733,807.4941998141878,-651.6232025363695,1639.426837864886,2949.7488132040135,0.0,3.3445544554455444,1.8776654270310995,1.7072108669004247,1,1,3,1,15,0.0,467.13410623026994,18075,0.7445069284,5.22379269729093
Kambulatsisi,MZ101201,7981.747,8.98503786679735,1857.7060568625202,6.723840236833723e-05,0.13710479059396463,0.0,0.0001301838500762858,0.002652938656253676,2.683096662742906e-07,0.0,0.0,0.8600445801876708,579.2707483632688,862.9061780273167,1765.6085156055797,312.1757062620505,1994.513139640755,2024.8141755870597,169.42733572481112,6717.981722538916,660.5874670973773,-824.6079256878979,-316.5941912190255,594.7462971079593,-5433.872962666939,0.0,2.4444444444444446,2.0008780286415657,1.775092936802974,13,2,23,0,8,93.88550654486811,550.532773544928,8358,0.27024276160000005,0.1483445908537261
Katapua,MZ010303,25857.332,10.160388149085467,1673.9928692840874,1.7746793716357257e-07,0.4311424995365129,0.0,0.00020757833050232536,0.0027777281524842376,0.0,0.0,0.0,0.5658720165125634,1696.91993127,2003.9362651253834,477.91220855051074,1338.2774788322565,204.76774279888252,965.8571987526698,1184.69496682278,53010.54567307692,-51.64888859780694,-1058.6816997372746,418.9278552186998,356.3991433243396,9492.162259615385,0.0,0.0,2.0208554810401296,1.6984996545257132,0,0,5,0,2,0.0,407.0078966614555,19292,0.8726938262232966,0.1999503167308409
Kazula,MZ100501,22786.93,10.033986288803398,3010.4073399452313,0.0034028318293989257,0.5884969015884945,5.606627659749935e-06,0.000678467140174623,0.0006429367672145798,0.00023274024122450313,0.0,0.0,0.4065405158058331,970.092647159087,1184.6765315081561,819.9808616001503,941.4438339083904,403.4372595307189,207.93160259461945,424.50529996305227,2135.9554843869155,365.118346283349,3.125124472048641,-154.5511353327623,129.25389476204742,-451.51107306773093,36.32431859586086,2.001271186440678,1.9658501576089302,1.6238759054843854,0,0,1,0,0,0.0,246.09496971558002,5845,0.2207281963,0.5458019449390494
