ADM2_PT,ADM2_PCODE,T_TL,log_population,district_area,Water,Trees,Flooded vegetation,Crops,Built Area,Bare ground,Snow/Ice,Clouds,Rangeland,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,ST_B10,ST_ATRAN,ST_DRAD,ST_TRAD,ST_URAD,ST_EMIS,ST_EMSD,NDVI,NDWI,NDBI,osm_traffic,osm_transport,osm_places,osm_pofw,osm_pois,osm_railways,osm_roads,building_count,building_area,DNB
Caia,MZ0902,191568.0,12.16300333602151,3584.985119579826,0.0200634369865697,0.3450509304472732,0.0485580811312308,0.005632459262337,0.0072263035981169,0.0007490422556093,0.0,0.0,0.5727197463188629,8629.826003754633,8870.670815506708,9879.25085126156,9828.632751643116,16696.231851178207,15710.71869217362,12980.85569869384,49565.57698532149,6265.578957061959,1429.4776904175508,10700.433836967451,3155.014738843586,9632.753187846918,45.83367432637109,2.999723876770147,1.8141846151907823,1.268043773152853,15,5,18,0,142,74.60519240541603,511.169777734138,46253,1.7652782529,0.6791045625213334
Changara,MZ1003,156686.0,11.96200546383054,6143.378498118254,0.0072677298283445,0.4009360941431384,3.9709284928847066e-05,0.0700703641344693,0.0047012233888602,0.0033144190650808,0.0,0.0,0.5136704601551777,8770.787932300218,9129.583568291266,10300.648757542454,10968.679945065003,16413.30847539439,17451.89655235546,14482.83804445347,50698.26606850568,7071.868592309776,1184.725013801933,11549.27773953585,2508.709940162726,9657.364203318984,110.67590213717308,2.8421912624699,1.919790262282056,1.5168989891651763,2,0,8,0,9,0.0,4096.647694173964,39524,1.3380331271,0.8548447474848759
Chemba,MZ0903,97015.0,11.482631192336628,3977.366367540212,0.0147016929861878,0.3699006920952272,0.0039600989126546,0.0098933285182094,0.0013389694167258,0.000685360125536,0.0,0.0,0.5995198579454588,8665.309755135582,9022.08422954234,10191.68800102699,10527.899626449378,16873.87991753678,16881.587266509745,13914.681002632506,51170.09464310591,5818.824228230728,1570.8997057066265,11069.142146004577,3506.868197252443,9625.23593543222,2.767838398741316,2.9924165634268123,1.8293911574058528,1.224941291663018,1,0,10,0,5,0.0,477.4463324709518,17032,0.486069123,0.7737229281341633
Cheringoma,MZ0904,67110.0,11.114103243950224,7107.7961527536045,0.0017513009939236,0.7177509337416649,0.0032168137202423,0.0001073506602464,0.001216491640291,0.0001442996498726,0.0,9.789664170465465e-08,0.2758127116971173,8625.675895299702,8817.147673008969,9611.707597974591,9431.346568976896,16342.329874572248,15028.283324521351,12467.01761233882,47583.16636668458,7257.171102424312,1119.6364955756967,10375.129522306364,2365.810359264574,9727.503870840364,39.68378707274254,2.7681365576102417,1.7493117970864294,1.1536563922896246,13,8,3,0,2,147.93788159808778,608.6683720545263,9992,0.399827346,0.2234245557904359
Chibabava,MZ0905,176879.0,12.083226815531328,6990.73184569159,0.0021683195845591,0.6411775442522472,5.09473982651252e-05,0.0004091102769428,0.0013503799647691,0.000226713815274,0.0,0.0,0.3546169847079424,8394.908697151368,8604.855031473147,9704.901172252194,9416.117974863786,17630.273105517303,15174.513439544296,12226.689562004854,48155.00658239965,7066.623420430198,1192.7634764018744,10415.873235959789,2530.253818872866,9754.20117596688,11.256998558664613,2.7129358642026924,1.662757461700754,1.2464260048103553,17,0,90,0,111,0.0,6791.10957643841,36789,1.1266229428,0.1826388688916405
Chibuto,MZ0202,252912.0,12.440800835053816,5601.524555278717,0.0372175406334382,0.518440286014269,0.0092881996634192,0.0637967680140768,0.0167104303878259,0.0001600741923341,0.0,0.0,0.3543867010946366,8546.772657603355,9017.759067469093,10277.089975845667,10755.424432960252,16872.838790978534,16994.52012863358,13913.650639919932,50312.74994826631,5831.026993767195,1574.2245076987244,10790.108938315414,3469.5937581896874,9657.62227209911,41.92069030914839,3.180588809929703,1.8915409035626003,1.4118057645265876,4,2,6,2,32,0.0,2073.0086965572,124809,3.9983669587,4.813217628160358
Chicualacuala,MZ0203,30542.0,10.326890805775305,11387.084577581836,0.0017946482984936,0.5876222884727618,8.080369185277849e-06,0.0068567194962392,0.0006565045329555,0.0018593676420207,0.0,0.0,0.4012023911883438,8539.5547888962,8876.864939292418,10010.728884671214,10469.49915553226,16042.067634487456,17010.779450806553,13893.388535793414,49960.26335581658,7093.735622536677,1184.0839459593444,11262.463768899746,2511.806880957243,9702.146092212455,6.720847745362706,2.402010050251256,1.963377490085347,1.6015422654060347,3,2,66,0,15,60.49187071711126,979.0618974807126,12952,0.3784499264,0.1694395812026556
Chifunde,MZ1004,201107.0,12.211597356172874,9397.394632386178,0.0010461517091461,0.5489386501297144,0.0,0.0480351511837852,0.0014532144270658,3.5103721959906306e-05,0.0,0.0,0.4004917288283284,8685.110189869672,8922.617594687516,9914.367138583308,10206.48064796476,16042.781589508764,16346.040331070057,13852.917831772887,49594.33242320135,7558.835935786205,981.0317897625688,11204.9924500336,2014.233867135327,9723.430184895093,72.13921522144945,2.833333333333333,1.95803794677757,1.6525758187738069,3,1,27,0,1,0.0,7182.987127305011,45607,1.9879838445,0.220690565788605
Chigubo,MZ0204,23563.0,10.06747540264158,10112.458670301889,0.0035179672797209,0.6950959027514526,0.0161176321256004,0.0024554110655436,0.0001711900886855,3.7159311285894537e-06,0.0,0.0,0.2826381807578682,8563.789217367908,8982.33588025571,10158.440130728566,10619.78040951547,16669.85097267078,17406.358143073565,14063.561482032974,50112.90954140868,6123.05163130601,1494.4251047102464,10924.57490720516,3269.404488561793,9661.10648891789,15.511770906535489,3.2193946613243813,1.9585457282762733,1.353939169825928,0,0,5,0,6,0.0,1141.7303495202898,6886,0.1958160083,0.3335525032192609
Chimbonila,MZ0801,91492.0,11.424017745604887,5421.406401450568,0.0008149534081992,0.3221953135999358,0.0001236706841926,0.0306227344837603,0.003128350652869,0.0,0.0,3.6583548052847054e-08,0.6431149405874949,8336.224383497189,8644.493910060735,9515.232967219594,10127.708500305367,14865.244767008342,15434.707688320972,12466.795551001236,45968.22187400077,7754.781463948264,846.4235351174076,9606.483184375033,1722.0513784669706,9684.907252692485,18.03743601029615,3.0945626477541373,2.004311023016788,1.9236496614303944,7,0,14,0,14,47.202388057616346,853.9598427886439,77464,2.6136484687,1.357185122569738
Chinde,MZ1102,103626.0,11.548553192613229,3120.3427534834263,0.0502357089584202,0.3290183435779299,0.0353455643413157,0.0052857117617076,0.004871947805147,0.0026081097863052,0.0,0.0,0.572634613769174,8768.08566607194,9004.270845602296,9827.816939092148,9870.398792516042,15172.87163430569,14789.341461020693,12140.665931619533,48038.955203067264,6614.3870000757215,1317.5778300564768,10216.191601950675,2831.6248845732875,9727.130483997522,46.04618255018923,2.918265586979935,1.987443649331493,1.600673704472315,1,3,6,0,10,0.0,318.13149799854386,11477,0.4833680871889928,0.2512896239417208
Chiure,MZ0103,288364.0,12.571982317805004,5368.8090663212815,0.0066628697373063,0.2308435257332566,3.144028634005674e-05,0.0132083685522933,0.0060170438437651,0.0021411295998844,0.0,0.0,0.741095622247154,8542.98582312409,8855.630514435814,9880.524386199078,10476.07607081879,15948.614922683326,17013.651118681093,14459.81839894546,49291.9079508096,6557.977847346809,1344.4177298521524,11337.669651374905,2909.4178133128603,9684.300633252396,26.88529001235579,2.7667456844152687,1.8012494223429338,1.0803003119793366,4,1,78,0,21,0.0,1689.1967396877806,107755,5.552717922384305,0.2038900716082834
Chiuta,MZ1005,126375.0,11.747016869248933,7119.124586104641,0.0038438016298711,0.4032027926612671,2.467200328989448e-06,0.0090853618371881,0.0015113049255476,0.0001201347378071,0.0,0.0,0.5822341370079898,8703.943145639572,8954.10286683517,9932.11173433022,10221.335707081396,15588.527270530189,16234.887717068095,13951.911028112389,50144.63402386208,7292.45786235002,1094.5422325764316,11360.012661168956,2291.525457335448,9725.30044969446,44.05193362188621,2.892709248337307,1.9580989542447,1.6005328564180386,0,1,2,1,24,0.0,1042.7657124144907,25597,0.853316649,0.5543328509406656
Chokwe,MZ0205,257600.0,12.45916715519238,2442.493822610832,0.0102702629515033,0.1740197030150107,0.00503352259529,0.2003171303017401,0.0425887991070453,0.0017509743210085,0.0,0.0,0.5660196077084018,8505.651452832042,8955.658353780642,10251.149362582708,10559.328924089854,17045.742956518032,16532.96440281327,13548.490700255854,50462.921512597415,5581.72531078495,1666.2976546745786,10699.47038971072,3716.8169419853807,9701.648976999875,8.396156708913638,2.9696710807347286,1.850698891829237,1.2802019342465696,29,5,5,2,45,64.00253952673313,1494.8757029402304,95753,4.1111758547,0.524467403491911
Chongoene,MZ0206,140004.0,11.849433415239416,1445.0448570760884,0.0110832151552416,0.297527439643479,0.0178056895775629,0.1318722165648778,0.0624107837103035,0.0019000130392379,0.0,1.7824405203026145e-06,0.4773988598687767,8289.293678508784,8625.133003700517,9772.40592800596,10084.057568408698,17159.885761138696,15861.545846117948,12956.556840470948,48125.970850499216,6370.935413164598,1359.1053608262555,10183.438336428611,2983.749876555897,9756.502302842948,58.193250740514365,3.490005125576628,1.851090656407984,1.3016367070538524,1,0,10,2,12,0.0,1158.5960061535118,73949,2.9776461971,4.894035276693146
