longitude,latitude
37.663561238845794,-15.650494482826208
39.7735174522569,-12.971342278932662
39.80443705387198,-16.094507925228054
34.16292265975962,-14.675111735422716
38.40680782682124,-13.465188619622152
33.22465155665927,-17.994814611696427
33.13379748306606,-25.052764669540633
32.35227594679473,-26.03528492038426
34.37201077356645,-20.040187942696093
32.50521340731016,-16.02668440838446
35.007972824236276,-17.78355492587104
33.13255803501195,-16.58591886456794
34.62975240706746,-17.207074233010704
35.222107019896605,-18.529436653187286
33.8831966239507,-20.36945856896857
33.609569022990236,-24.30132476532399
31.86367651823023,-22.745034356544057
32.828198247784336,-14.615726684587111
33.42770895939861,-23.128047331423314
35.29027411221053,-13.396208907077575
36.40317663680678,-18.42461220756854
39.70292744411885,-13.4679475933736
33.45424139867037,-15.471830649209307
32.95528580285276,-24.562568086067987
33.87870886761881,-24.90141287244401
34.93266609059112,-19.71723123452327
32.49474561020906,-25.835367777103116
33.4558912963524,-19.128023968588955
35.46760329716063,-23.88730705217808
35.24665406306575,-13.298314080391426
32.624585612814364,-25.961702946034023
39.26263982659097,-15.103445345948336
40.53108121620334,-13.0193330510416
36.91513705245444,-17.861755578032387
33.566782529718175,-16.13972083422787
33.65820479885487,-25.049867020087095
36.5445442275531,-14.749037154951933
36.134363838018515,-17.08276964262231
34.51733493020778,-16.598536012186173
34.82822435967583,-19.493654695269758
39.772824446997454,-13.919887886700288
34.30600611735776,-23.056062138357433
38.30638230849006,-15.929077829282848
33.804291424929986,-19.151807621772885
34.21682569135192,-18.61461738071863
34.67569032588343,-21.31939909403827
33.12100803351149,-24.16792589586392
33.538055432514824,-16.97330328877496
36.94715214166731,-15.35035789229628
35.041028201610835,-23.876565835156395
40.594085419604504,-12.326505229235327
37.31004414884773,-16.00475560657762
40.6175525279916,-15.051980223852485
34.73008810930022,-12.072562364628286
34.616810712211304,-12.03104608506359
34.771162963866516,-24.401116514592573
34.85876064243035,-21.751014157449212
36.803095679349845,-18.05728822097023
35.27092943351681,-24.163757782006645
34.99135599423503,-12.305931165460024
34.66124907164833,-12.470050667606944
38.12645415084864,-14.437611430179077
39.48701636164077,-16.365328938394125
33.43387650847986,-25.0149197510806
40.01935302676899,-15.677085463375882
36.09721444168324,-18.316052328639802
36.65327895169046,-16.306765008173933
32.737541316612614,-23.479626070461784
33.80113620762123,-22.003619053591617
33.53449254041548,-14.802828545127673
33.536624269931245,-19.367156293593872
34.52188036150463,-20.91278004423829
33.27088846317754,-21.043401392871296
40.19065028059011,-12.064521870250031
33.78902440966446,-17.911279552921417
37.42872962929098,-17.31993718071519
31.362741334089172,-15.902846274483252
32.43856113819063,-24.702192659644876
36.373344294855386,-13.321857098211956
37.39019883212168,-14.79939350265222
35.898452522761644,-14.208248455854173
34.088468072043284,-24.581624764185932
32.82537066406748,-25.310417011851303
32.993805832565634,-18.827724794719384
32.55688511251417,-22.583954966004168
37.04721829480281,-17.805636374606802
33.17657995415285,-16.058103041258757
32.065567560849956,-15.095248717363715
34.484471087271416,-17.858754884331038
32.71172212905963,-25.65787450583228
35.740652678376385,-18.426284005125215
37.5193391730327,-13.031593198343378
32.59297995718914,-21.748866375050323
35.0210372255303,-22.837708414182845
32.09338141522607,-23.86872070889324
32.56269014785882,-26.527509797283017
37.04022378666621,-13.903223990453908
36.40621028795675,-12.236161235988437
35.30913250758808,-23.882418723152178
36.077030280294174,-15.0043249230633
39.64636360415839,-15.28310364337029
38.91567612544298,-14.477431529020794
40.403093673641074,-13.239812875999883
37.56495168657448,-11.959743672355755
39.623675144200234,-12.466668820680502
40.39414305831522,-13.967180086570888
36.862415302221066,-14.323714824747618
40.31284214358317,-12.897397101354981
35.82206952754513,-16.290798562390762
32.253446920090944,-25.346285593454045
34.003094843203236,-15.9740044972374
40.164940041817836,-11.435401412273885
36.86309721120078,-16.854438325482192
37.74131261132646,-16.981332202187634
40.150162407669605,-15.413162485368886
39.259459246009015,-15.738769930096794
36.20209224883303,-15.669704228875986
39.167727238241504,-16.355032193577728
40.135106696942685,-14.793125079977536
38.727889921267455,-12.605363196989424
36.06227834882965,-17.833970641414457
35.58642383588765,-17.04410562692697
35.098539846118165,-23.47479130714654
40.514158475903805,-15.062969615165098
32.942933770903934,-20.51452888648944
35.058522380016996,-19.08497661144128
39.5335289810413,-14.683821220678798
39.13001421222259,-11.590534307800118
35.8121552815145,-12.825781665783067
39.83665146360425,-11.835173878256388
37.63466800969099,-16.37315899472932
38.660911543063726,-15.401874808601086
35.11037608596012,-17.22628510611888
40.72096979893919,-14.538054886649363
40.483244271866425,-14.563630685839039
39.90588566143337,-14.33737732057799
32.161097599719284,-26.06100821276795
37.07261761447053,-17.482304745769078
36.80675688093877,-15.856437090884947
38.894283432645544,-13.744839519148874
39.775462646720776,-11.161435618024973
35.573366609933515,-13.822769966055278
34.24005977060267,-19.33496736918211
36.673717218663676,-17.573068780013255
37.903290361019074,-13.98840493674886
40.32035635489188,-10.86686169976218
34.40117438481686,-24.01525166903548
38.53979317406547,-16.720193528487048
40.32252956262364,-12.5740435958906
39.126893826094516,-15.129401217551726
38.19558471671702,-15.007972880303898
35.56002767992531,-12.17781512888913
33.264365760179764,-19.67173949823875
34.104719494019164,-16.96445921775481
34.34420318350838,-15.126886045807344
33.388296575817854,-18.847507415116997
35.12642474027894,-22.301715803641958
34.668534451225334,-24.651332995616514
30.93278687939631,-15.232247145690714
